T,Magnetization,Total Energy
0.9,0.9648,-1174
0.9,0.9552,-1150
0.9,0.9776,-1198
0.9,0.9648,-1170
0.9,0.9808,-1202
0.9,0.9392,-1138
0.9,0.9456,-1134
0.9,0.9648,-1170
0.9,0.9584,-1162
0.9,0.9424,-1134
0.9,0.9552,-1142
0.9,0.9808,-1206
0.9,0.9648,-1174
0.9,0.9712,-1182
0.9,0.952,-1150
0.9,0.9392,-1126
0.9,0.9776,-1198
0.9,0.9552,-1158
0.9,0.9648,-1170
0.9,0.9552,-1154
0.9,0.9616,-1162
0.9,0.968,-1170
0.9,0.968,-1178
0.9,0.9808,-1202
0.9,0.904,-1078
0.9,0.9584,-1170
0.9,0.968,-1186
0.9,0.9616,-1158
0.9,0.9296,-1142
0.9,0.9488,-1146
0.9,0.9648,-1186
0.9,0.952,-1158
0.9,0.9584,-1166
0.9,0.968,-1174
0.9,0.9648,-1166
0.9,0.9872,-1222
0.9,0.9456,-1146
0.9,0.9584,-1158
0.9,0.9552,-1150
0.9,0.9328,-1126
0.9,0.9328,-1118
0.9,0.9808,-1202
0.9,0.9648,-1166
0.9,0.9552,-1154
0.9,0.92,-1130
0.9,0.9712,-1178
0.9,0.9168,-1114
0.9,0.9552,-1146
0.9,0.9552,-1154
0.9,0.9584,-1162
0.9,0.9648,-1162
0.9,0.9552,-1158
0.9,0.9744,-1194
0.9,0.9808,-1202
0.9,0.9296,-1122
0.9,0.9648,-1174
0.9,0.9584,-1178
0.9,0.968,-1178
0.9,0.9488,-1162
0.9,0.968,-1174
0.9,0.9712,-1186
0.9,0.9712,-1194
0.9,0.9392,-1126
0.9,0.968,-1190
0.9,0.9808,-1206
0.9,0.9776,-1194
0.9,0.9872,-1222
0.9,0.9616,-1162
0.9,0.9648,-1166
0.9,0.9744,-1190
0.9,0.9616,-1158
0.9,0.9488,-1166
0.9,0.9168,-1082
0.9,0.9264,-1110
0.9,0.9584,-1162
0.9,0.92,-1122
0.9,0.9552,-1154
0.9,0.9776,-1198
0.9,0.8976,-1066
0.9,0.984,-1214
0.9,0.9776,-1198
0.9,0.9424,-1122
0.9,0.9744,-1190
0.9,0.9616,-1154
0.9,0.9744,-1190
0.9,0.9456,-1134
0.9,0.9776,-1214
0.9,0.8944,-1110
0.9,0.9776,-1194
0.9,0.9776,-1194
0.9,0.9296,-1138
0.9,0.9648,-1166
0.9,0.9424,-1130
0.9,0.8976,-1050
0.9,0.9168,-1102
0.9,0.984,-1214
0.9,0.9232,-1114
0.9,0.9776,-1198
0.9,0.9392,-1142
0.9,0.9808,-1214
0.9,0.9168,-1110
0.9,0.9584,-1166
0.9,0.952,-1166
0.9,0.9488,-1134
0.9,0.9744,-1186
0.9,0.984,-1210
0.9,0.9552,-1154
0.9,0.9552,-1158
0.9,0.9392,-1130
0.9,0.968,-1178
0.9,0.984,-1210
0.9,0.9872,-1218
0.9,0.9648,-1166
0.9,0.9552,-1162
0.9,0.92,-1082
0.9,0.9392,-1142
0.9,0.9488,-1154
0.9,0.9392,-1126
0.9,0.9616,-1162
0.9,0.9328,-1114
0.9,0.968,-1178
0.9,0.952,-1146
0.9,0.9552,-1166
0.9,0.9616,-1174
0.9,0.9168,-1138
0.9,0.9232,-1090
0.9,0.9648,-1166
0.9,0.968,-1178
0.9,0.968,-1178
0.9,0.9648,-1166
0.9,0.9616,-1162
0.9,0.968,-1170
0.9,0.9136,-1062
0.9,0.9776,-1202
0.9,0.9808,-1202
0.9,0.904,-1102
0.9,0.9776,-1198
0.9,0.9392,-1134
0.9,0.9616,-1158
0.9,0.968,-1178
0.9,0.952,-1174
0.9,0.9648,-1166
0.9,0.9616,-1158
0.9,0.9872,-1222
0.9,0.9296,-1102
0.9,0.9488,-1146
0.9,0.9616,-1170
0.9,0.968,-1178
0.9,0.9328,-1106
0.9,0.9616,-1170
0.9,0.9552,-1150
0.9,0.968,-1186
0.9,0.952,-1142
0.9,0.9776,-1202
0.9,0.9872,-1218
0.9,0.9456,-1146
0.9,0.968,-1178
0.9,0.952,-1146
0.9,0.9744,-1186
0.9,0.9648,-1170
0.9,0.9552,-1154
0.9,0.9712,-1186
0.9,0.9552,-1162
0.9,0.8976,-1106
0.9,0.952,-1154
0.9,0.9552,-1162
0.9,0.952,-1142
0.9,0.9712,-1186
0.9,0.9552,-1162
0.9,0.9648,-1170
0.9,0.968,-1174
0.9,0.9488,-1134
0.9,0.936,-1126
0.9,0.9456,-1142
0.9,0.9456,-1150
0.9,0.984,-1210
0.9,0.9552,-1162
0.9,0.9392,-1154
0.9,0.9904,-1226
0.9,0.92,-1142
0.9,0.952,-1146
0.9,0.9392,-1142
0.9,0.9776,-1202
0.9,0.936,-1150
0.9,0.9648,-1174
0.9,0.9488,-1142
0.9,0.9776,-1198
0.9,0.952,-1158
0.9,0.9648,-1182
0.9,0.9552,-1150
0.9,0.9712,-1190
0.9,0.968,-1178
0.9,0.9808,-1218
0.9,0.9648,-1166
0.9,0.9456,-1134
0.9,0.9392,-1126
0.9,0.9552,-1154
0.9,0.9584,-1154
0.9,0.904,-1130
0.9,0.9712,-1190
0.9,0.92,-1138
0.9,0.9392,-1142
0.9,0.9776,-1198
0.9,0.9776,-1202
0.9,0.9776,-1198
0.9,0.9552,-1162
0.9,0.9616,-1170
0.9,0.9712,-1182
0.9,0.9552,-1154
0.9,0.9328,-1118
0.9,0.9552,-1154
0.9,0.9776,-1198
0.9,0.9264,-1122
0.9,0.952,-1150
0.9,0.9552,-1154
0.9,0.9616,-1166
0.9,0.9712,-1182
0.9,0.9296,-1130
0.9,0.9712,-1186
0.9,0.9424,-1126
0.9,0.9584,-1166
0.9,0.9424,-1126
0.9,0.9456,-1142
0.9,0.9648,-1170
0.9,0.9648,-1170
0.9,0.9456,-1134
0.9,0.984,-1210
0.9,0.968,-1178
0.9,0.9424,-1134
0.9,0.952,-1142
0.9,0.968,-1170
0.9,0.9392,-1126
0.9,0.9776,-1198
0.9,0.9776,-1194
0.9,0.9232,-1090
0.9,0.9616,-1162
0.9,0.9648,-1178
0.9,0.9616,-1170
0.9,0.9744,-1190
0.9,0.9712,-1182
0.9,0.9552,-1154
0.9,0.952,-1142
0.9,0.9584,-1166
0.9,0.9456,-1166
0.9,0.952,-1162
0.9,0.9584,-1162
0.9,0.9808,-1206
0.9,0.9968,-1242
0.9,0.9584,-1170
0.9,0.9296,-1130
0.9,0.936,-1130
0.9,0.9744,-1190
0.9,0.968,-1178
0.9,0.968,-1174
0.9,0.9712,-1182
0.9,0.952,-1162
0.9,0.9776,-1198
0.9,0.9584,-1162
0.9,0.968,-1182
0.9,0.9424,-1146
0.9,0.9776,-1210
0.9,0.952,-1158
0.9,0.9616,-1166
0.9,0.9392,-1130
0.9,0.952,-1158
0.9,0.9616,-1162
0.9,0.9552,-1154
0.9,0.9776,-1198
0.9,0.9584,-1162
0.9,0.9264,-1126
0.9,0.9808,-1210
0.9,0.9616,-1166
0.9,0.9712,-1186
0.9,0.9456,-1142
0.9,0.9776,-1194
0.9,0.9328,-1110
0.9,0.9456,-1150
0.9,0.9424,-1130
0.9,0.9616,-1166
0.9,0.9488,-1122
0.9,0.9712,-1186
0.9,0.9488,-1146
0.9,0.9616,-1182
0.9,0.9616,-1162
0.9,0.9744,-1186
0.9,0.9584,-1162
0.9,0.9296,-1122
0.9,0.9648,-1170
0.9,0.9424,-1134
0.9,0.9648,-1174
0.9,0.9296,-1110
0.9,0.9776,-1194
0.9,0.936,-1142
0.9,0.9744,-1186
0.9,0.9808,-1210
0.9,0.9584,-1174
0.9,0.9616,-1170
0.9,0.9552,-1182
0.9,0.9072,-1098
0.9,0.9744,-1190
0.9,0.9712,-1186
0.9,0.9232,-1106
0.9,0.968,-1178
0.9,0.9424,-1122
0.9,0.952,-1150
0.9,0.9616,-1158
0.9,0.968,-1170
0.9,0.9712,-1194
0.9,0.9584,-1154
0.9,0.9648,-1170
0.9,0.9552,-1142
0.9,0.968,-1186
0.9,0.952,-1138
0.9,0.9712,-1186
0.9,0.952,-1134
0.9,0.968,-1178
0.9,0.984,-1214
0.9,0.9136,-1106
0.9,0.936,-1114
0.9,0.9584,-1178
0.9,0.9424,-1126
0.9,0.9552,-1158
0.9,0.9648,-1178
0.9,0.9296,-1126
0.9,0.9232,-1106
0.9,0.9616,-1158
0.9,0.9616,-1166
0.9,0.9648,-1166
0.9,0.9744,-1190
0.9,0.9584,-1158
0.9,0.9744,-1186
0.9,0.9232,-1102
0.9,0.968,-1178
0.9,0.9776,-1198
0.9,0.9712,-1186
0.9,0.952,-1158
0.9,0.9616,-1166
0.9,0.9616,-1162
0.9,0.9712,-1182
0.9,0.9808,-1202
0.9,0.9488,-1134
0.9,0.9712,-1190
0.9,0.9584,-1162
0.9,0.92,-1118
0.9,0.9584,-1154
0.9,0.9488,-1154
0.9,0.9712,-1190
0.9,0.9584,-1150
0.9,0.9648,-1166
0.9,0.9648,-1174
0.9,0.8368,-1054
0.9,0.952,-1146
0.9,0.9584,-1178
0.9,0.9808,-1206
0.9,0.9904,-1226
0.9,0.968,-1170
0.9,0.9648,-1190
0.9,0.9648,-1174
0.9,0.9552,-1154
0.9,0.9616,-1170
0.9,0.9648,-1178
0.9,0.9808,-1206
0.9,0.9648,-1170
0.9,0.9264,-1126
0.9,0.9648,-1178
0.9,0.9488,-1142
0.9,0.9712,-1190
0.9,0.9488,-1146
0.9,0.952,-1138
0.9,0.9296,-1146
0.9,0.9584,-1154
0.9,0.9808,-1202
0.9,0.968,-1178
0.9,0.9552,-1154
0.9,0.9584,-1158
0.9,0.9648,-1178
0.9,0.9552,-1146
0.9,0.9424,-1142
0.9,0.9296,-1142
0.9,0.9168,-1110
0.9,0.984,-1214
0.9,0.9232,-1102
0.9,0.9456,-1142
0.9,0.9936,-1234
0.9,0.9776,-1198
0.9,0.984,-1210
0.9,0.9584,-1154
0.9,0.968,-1178
0.9,0.9776,-1194
0.9,0.9616,-1162
0.9,0.9424,-1134
0.9,0.9648,-1170
0.9,0.9296,-1118
0.9,0.9584,-1158
0.9,0.9456,-1158
0.9,0.9872,-1218
0.9,0.968,-1174
0.9,0.936,-1126
0.9,0.9392,-1134
0.9,0.968,-1174
0.9,0.936,-1138
0.9,0.9424,-1122
0.9,0.9456,-1146
0.9,0.9712,-1190
0.9,0.952,-1142
0.9,0.936,-1122
0.9,0.9712,-1194
0.9,0.9808,-1202
0.9,0.936,-1122
0.9,0.984,-1210
0.9,0.9744,-1190
0.9,0.968,-1182
0.9,0.9648,-1170
0.9,0.9392,-1122
0.9,0.936,-1126
0.9,0.9168,-1090
0.9,0.9584,-1178
0.9,0.9456,-1126
0.9,0.9744,-1186
0.9,0.9328,-1126
0.9,0.9648,-1170
0.9,0.9584,-1170
0.9,0.9552,-1158
0.9,0.936,-1126
0.9,0.9872,-1218
0.9,0.9232,-1122
0.9,0.9328,-1098
0.9,0.9808,-1206
0.9,0.968,-1178
0.9,0.9392,-1126
0.9,0.968,-1182
0.9,0.9744,-1190
0.9,0.9808,-1210
0.9,0.9616,-1162
0.9,0.9328,-1118
0.9,0.9488,-1178
0.9,0.9744,-1194
0.9,0.9296,-1114
0.9,0.968,-1182
0.9,0.9456,-1138
0.9,0.9584,-1158
0.9,0.9488,-1134
0.9,0.9776,-1202
0.9,0.9328,-1118
0.9,0.9648,-1170
0.9,0.9584,-1166
0.9,0.9584,-1162
0.9,0.9488,-1146
0.9,0.8784,-1074
0.9,0.9584,-1166
0.9,0.9616,-1166
0.9,0.9264,-1150
0.9,0.9456,-1154
0.9,0.9488,-1146
0.9,0.952,-1166
0.9,0.9776,-1202
0.9,0.9392,-1118
0.9,0.9616,-1174
0.9,0.9488,-1138
0.9,0.9552,-1162
0.9,0.968,-1178
0.9,0.9424,-1138
0.9,0.9488,-1146
0.9,0.9744,-1194
0.9,0.9424,-1138
0.9,0.9584,-1166
0.9,0.968,-1174
0.9,0.9488,-1134
0.9,0.968,-1178
0.9,0.9424,-1126
0.9,0.9616,-1162
0.9,0.9744,-1190
0.9,0.9616,-1166
0.9,0.968,-1178
0.9,0.9456,-1146
0.9,0.9808,-1202
0.9,0.9456,-1142
0.9,0.9648,-1174
0.9,0.9712,-1182
0.9,0.9488,-1134
0.9,0.9584,-1162
0.9,0.984,-1210
0.9,0.952,-1142
0.9,0.9712,-1178
0.9,0.9808,-1202
0.9,0.9232,-1098
0.9,0.9872,-1218
0.9,0.9648,-1182
0.9,0.9488,-1158
0.9,0.9648,-1170
0.9,0.9648,-1166
0.9,0.984,-1210
0.9,0.9808,-1206
0.9,0.9712,-1190
0.9,0.968,-1178
0.9,0.9616,-1162
0.9,0.9552,-1158
0.9,0.9552,-1150
0.9,0.9616,-1170
0.9,0.9616,-1174
0.9,0.9456,-1134
0.9,0.9616,-1158
0.9,0.9648,-1174
0.9,0.9552,-1178
0.9,0.9776,-1206
0.9,0.9392,-1122
0.9,0.936,-1138
0.9,0.984,-1218
0.9,0.9328,-1126
0.9,0.9552,-1158
0.9,0.9424,-1130
0.9,0.9552,-1162
0.9,0.9584,-1158
0.9,0.9616,-1158
0.9,0.936,-1122
0.9,0.968,-1178
0.9,0.9392,-1138
0.9,0.9616,-1166
0.9,0.984,-1210
0.9,0.9648,-1166
0.9,0.9584,-1170
0.9,0.9456,-1138
0.9,0.9584,-1162
0.9,0.968,-1178
0.9,0.9584,-1158
0.9,0.9904,-1226
0.9,0.952,-1154
0.9,0.968,-1178
0.9,0.936,-1126
0.9,0.984,-1210
0.9,0.9616,-1158
0.9,0.9616,-1170
0.9,0.9456,-1134
0.9,0.9552,-1150
0.9,0.9712,-1190
0.9,0.9744,-1194
0.9,0.9552,-1158
0.9,0.968,-1178
0.9,0.9936,-1234
0.9,0.9552,-1178
0.9,0.9808,-1206
0.9,0.9744,-1198
0.9,0.968,-1174
0.9,0.9392,-1118
0.9,0.9584,-1150
0.9,0.968,-1174
0.9,0.9712,-1186
0.9,0.984,-1214
0.9,0.968,-1178
0.9,0.952,-1158
0.9,0.9712,-1190
0.9,0.9296,-1094
0.9,0.968,-1186
0.9,0.9808,-1210
0.9,0.9616,-1162
0.9,0.9616,-1170
0.9,0.9584,-1170
0.9,0.9616,-1166
0.9,0.9488,-1142
0.9,0.984,-1214
0.9,0.92,-1122
0.9,0.9392,-1134
0.9,0.952,-1146
0.9,0.952,-1162
0.9,0.9776,-1202
0.9,0.952,-1154
0.9,0.9776,-1198
0.9,0.9488,-1142
0.9,0.9744,-1186
0.9,0.936,-1134
0.9,0.9552,-1146
0.9,0.9552,-1162
0.9,0.9488,-1138
0.9,0.9776,-1194
0.9,0.9328,-1130
0.9,0.9584,-1162
0.9,0.9648,-1166
0.9,0.9392,-1130
0.9,0.9584,-1166
0.9,0.9296,-1122
0.9,0.9744,-1202
0.9,0.9712,-1194
0.9,0.9616,-1170
0.9,0.9712,-1182
0.9,0.9552,-1158
0.9,0.952,-1150
0.9,0.92,-1094
0.9,0.9744,-1186
0.9,0.9904,-1226
0.9,0.9424,-1130
0.9,0.9744,-1190
0.9,0.9392,-1142
0.9,0.952,-1146
0.9,0.9744,-1194
0.9,0.9488,-1130
0.9,0.968,-1178
0.9,0.9904,-1226
0.9,0.9808,-1206
0.9,0.9552,-1158
0.9,0.9712,-1186
0.9,0.968,-1182
0.9,0.9552,-1158
0.9,0.9584,-1174
0.9,0.9744,-1190
0.9,0.9808,-1202
0.9,0.952,-1158
0.9,0.968,-1174
0.9,0.936,-1114
0.9,0.9584,-1178
0.9,0.9456,-1134
0.9,0.904,-1126
0.9,0.9584,-1158
0.9,0.9328,-1130
0.9,0.9808,-1202
0.9,0.9456,-1146
0.9,0.9392,-1130
0.9,0.9872,-1218
0.9,0.9712,-1186
0.9,0.9296,-1122
0.9,0.9616,-1162
0.9,0.9488,-1146
0.9,0.9584,-1158
0.9,0.9584,-1162
0.9,0.9776,-1194
0.9,0.9744,-1190
0.9,0.9648,-1174
0.9,0.9808,-1202
0.9,0.9616,-1162
0.9,0.9232,-1106
0.9,0.9648,-1166
0.9,0.9424,-1126
0.9,0.9744,-1194
0.9,0.9328,-1134
0.9,0.952,-1146
0.9,0.9648,-1170
0.9,0.9904,-1226
0.9,0.9296,-1114
0.9,0.9328,-1134
0.9,0.9648,-1170
0.9,0.8912,-1118
0.9,0.9552,-1150
0.9,0.968,-1182
0.9,0.9808,-1206
0.9,0.9296,-1122
0.9,0.9744,-1194
0.9,0.9488,-1142
0.9,0.936,-1126
0.9,0.9552,-1150
0.9,0.9872,-1218
0.9,0.9488,-1158
0.9,0.968,-1178
0.9,0.9488,-1146
0.9,0.9616,-1162
0.9,0.9552,-1142
0.9,0.9776,-1194
0.9,0.9584,-1150
0.9,0.9744,-1194
0.9,0.9776,-1198
0.9,0.9104,-1058
0.9,0.9808,-1202
0.9,0.9648,-1194
0.9,0.9648,-1170
0.9,0.9872,-1218
0.9,0.9392,-1134
0.9,0.9552,-1150
0.9,0.9776,-1198
0.9,0.9456,-1130
0.9,0.952,-1150
0.9,0.968,-1178
0.9,0.968,-1190
0.9,0.9456,-1150
0.9,0.9712,-1182
0.9,0.9488,-1150
0.9,0.9264,-1098
0.9,0.9776,-1198
0.9,0.9552,-1146
0.9,0.936,-1134
0.9,0.9552,-1158
0.9,0.9744,-1194
0.9,0.9712,-1186
0.9,0.9456,-1126
0.9,0.9584,-1166
0.9,0.968,-1174
0.9,0.9488,-1146
0.9,0.9552,-1154
0.9,0.9456,-1134
0.9,0.9744,-1190
0.9,0.936,-1130
0.9,0.9744,-1190
0.9,0.9616,-1158
0.9,0.9648,-1174
0.9,0.9296,-1114
0.9,0.9744,-1194
0.9,0.9712,-1182
0.9,0.9904,-1226
0.9,0.9552,-1166
0.9,0.9392,-1130
0.9,0.9712,-1182
0.9,0.968,-1174
0.9,0.9584,-1154
0.9,0.9808,-1206
0.9,0.9136,-1098
0.9,0.9552,-1154
0.9,0.984,-1214
0.9,0.9776,-1202
0.9,0.9584,-1166
0.9,0.8816,-1082
0.9,0.9584,-1162
0.9,0.952,-1146
0.9,0.952,-1158
0.9,0.9296,-1114
0.9,0.9488,-1138
0.9,0.9488,-1146
0.9,0.9584,-1150
0.9,0.9584,-1162
0.9,0.9232,-1090
0.9,0.9552,-1138
0.9,0.9584,-1158
0.9,0.952,-1154
0.9,0.9648,-1186
0.9,0.9776,-1194
0.9,0.936,-1138
0.9,0.9456,-1158
0.9,0.968,-1174
0.9,0.9776,-1194
0.9,0.9712,-1186
0.9,0.9744,-1190
0.9,0.9552,-1146
0.9,0.952,-1166
0.9,0.9552,-1162
0.9,0.952,-1150
0.9,0.9712,-1182
0.9,0.9552,-1158
0.9,0.9488,-1146
0.9,0.984,-1214
0.9,0.9168,-1102
0.9,0.9552,-1170
0.9,0.9648,-1166
0.9,0.84,-1078
0.9,0.968,-1170
0.9,0.9264,-1138
0.9,0.984,-1210
0.9,0.9328,-1110
0.9,0.952,-1150
0.9,0.9424,-1138
0.9,0.9424,-1134
0.9,0.9456,-1154
0.9,0.968,-1170
0.9,0.9744,-1198
0.9,0.9424,-1166
0.9,0.9584,-1162
0.9,0.984,-1214
0.9,0.9328,-1126
0.9,0.9744,-1190
0.9,0.9744,-1190
0.9,0.9648,-1170
0.9,0.9488,-1150
0.9,0.9392,-1118
0.9,0.9648,-1174
0.9,0.9264,-1118
0.9,0.9104,-1090
0.9,0.9392,-1138
0.9,0.9552,-1182
0.9,0.9424,-1138
0.9,0.9584,-1162
0.9,0.9296,-1110
0.9,0.984,-1214
0.9,0.9872,-1218
0.9,0.936,-1142
0.9,0.9616,-1170
0.9,0.9168,-1118
0.9,0.9296,-1134
0.9,0.9744,-1194
0.9,0.952,-1134
0.9,1,-1250
0.9,0.952,-1146
0.9,0.9648,-1182
0.9,0.9712,-1190
0.9,0.9744,-1190
0.9,0.984,-1218
0.9,0.9744,-1190
0.9,0.9456,-1150
0.9,0.9776,-1194
0.9,0.9552,-1150
0.9,0.9648,-1178
0.9,0.9584,-1174
0.9,0.9264,-1098
0.9,0.8784,-1054
0.9,0.9776,-1194
0.9,0.9712,-1186
0.9,0.9392,-1122
0.9,0.9648,-1170
0.9,0.9584,-1158
0.9,0.9168,-1122
0.9,0.968,-1178
0.9,0.9744,-1186
0.9,0.952,-1166
0.9,0.9584,-1166
0.9,0.9456,-1122
0.9,0.9648,-1170
0.9,0.9744,-1186
0.9,0.9616,-1166
0.9,0.936,-1138
0.9,0.936,-1114
0.9,0.9584,-1158
0.9,0.9616,-1174
0.9,0.9552,-1154
0.9,0.968,-1178
0.9,0.9616,-1162
0.9,0.952,-1134
0.9,0.9712,-1186
0.9,0.9744,-1190
0.9,0.9488,-1142
0.9,0.952,-1150
0.9,0.9712,-1186
0.9,0.9072,-1130
0.9,0.9776,-1198
0.9,0.9616,-1170
0.9,0.9808,-1206
0.9,0.9584,-1158
0.9,0.9424,-1130
0.9,0.9552,-1154
0.9,0.9712,-1186
0.9,0.968,-1178
0.9,0.9712,-1182
0.9,0.9232,-1106
0.9,0.9616,-1158
0.9,0.968,-1194
0.9,0.9744,-1186
0.9,0.9648,-1174
0.9,0.9552,-1154
0.9,0.968,-1178
0.9,0.9584,-1150
0.9,0.952,-1142
0.9,0.9136,-1110
0.9,0.9776,-1198
0.9,0.9648,-1174
0.9,0.9424,-1130
0.9,0.9776,-1198
0.9,0.9584,-1158
0.9,0.9648,-1170
0.9,0.9616,-1162
0.9,0.904,-1086
0.9,0.9296,-1102
0.9,0.9744,-1186
0.9,0.9776,-1206
0.9,0.9776,-1202
0.9,0.952,-1138
0.9,0.9648,-1170
0.9,0.9808,-1202
0.9,0.9776,-1198
0.9,0.984,-1218
0.9,0.9648,-1174
0.9,0.9584,-1150
0.9,0.9616,-1170
0.9,0.9712,-1190
0.9,0.936,-1106
0.9,0.952,-1158
0.9,0.9712,-1186
0.9,0.9648,-1170
0.9,0.952,-1154
0.9,0.9648,-1174
0.9,0.9712,-1182
0.9,0.9616,-1186
0.9,0.9712,-1186
0.9,0.9744,-1190
0.9,0.9552,-1154
0.9,0.9392,-1138
0.9,0.9808,-1206
0.9,0.9808,-1202
0.9,0.9584,-1158
0.9,0.9584,-1170
0.9,0.968,-1178
0.9,0.984,-1210
0.9,0.9808,-1206
0.9,0.968,-1178
0.9,0.9168,-1098
0.9,0.9616,-1170
0.9,0.968,-1194
0.9,0.9456,-1154
0.9,0.9808,-1206
0.9,0.9584,-1158
0.9,0.984,-1210
0.9,0.9712,-1182
0.9,0.9712,-1190
0.9,0.9712,-1182
0.9,0.9584,-1158
0.9,0.968,-1178
0.9,0.968,-1178
0.9,0.9648,-1182
0.9,0.9744,-1198
0.9,0.9552,-1150
0.9,0.9104,-1098
0.9,0.984,-1210
0.9,0.9552,-1166
0.9,0.9552,-1154
0.9,0.9648,-1170
0.9,0.952,-1146
0.9,0.9616,-1182
0.9,0.9488,-1146
0.9,0.984,-1210
0.9,0.968,-1186
0.9,0.9552,-1142
0.9,0.9104,-1102
0.9,0.9648,-1174
0.9,0.9712,-1186
0.9,0.9616,-1158
0.9,0.9616,-1178
0.9,0.968,-1174
0.9,0.9872,-1218
0.9,0.9008,-1122
0.9,0.9552,-1158
0.9,0.9872,-1218
0.9,0.9072,-1158
0.9,0.9584,-1166
0.9,0.9456,-1126
0.9,0.968,-1186
0.9,0.952,-1138
0.9,0.9456,-1146
0.9,0.9648,-1178
0.9,0.9648,-1170
0.9,0.9648,-1166
0.9,0.9392,-1138
0.9,0.9808,-1202
0.9,0.968,-1170
0.9,0.9488,-1142
0.9,0.9744,-1186
0.9,0.9744,-1194
0.9,0.968,-1178
0.9,0.984,-1210
0.9,0.9584,-1154
0.9,0.9648,-1174
0.9,0.9648,-1166
0.9,0.9648,-1170
0.9,0.9296,-1102
0.9,0.9808,-1202
0.9,0.9392,-1126
0.9,0.9616,-1162
0.9,0.968,-1178
0.9,0.9648,-1170
0.9,0.9456,-1134
0.9,0.968,-1182
0.9,0.9904,-1226
0.9,0.968,-1182
0.9,0.9904,-1226
0.9,0.9552,-1158
0.9,0.9584,-1150
0.9,0.9488,-1146
0.9,0.9488,-1130
0.9,0.9136,-1090
0.9,0.9296,-1122
0.9,0.9616,-1154
0.9,0.9584,-1162
0.9,0.9296,-1110
0.9,0.9456,-1138
0.9,0.9744,-1186
0.9,0.9488,-1150
0.9,0.9776,-1198
0.9,0.9616,-1166
0.9,0.9584,-1146
0.9,0.968,-1178
0.9,0.9232,-1114
0.9,0.9488,-1150
0.9,0.9744,-1194
0.9,0.968,-1178
0.9,0.952,-1142
0.9,0.9744,-1190
0.9,0.952,-1150
0.9,0.936,-1122
0.9,0.9584,-1166
0.9,0.9744,-1186
0.9,0.9584,-1166
0.9,0.9744,-1198
0.9,0.9584,-1158
0.9,0.9648,-1166
0.9,0.9488,-1150
0.9,0.9584,-1158
0.9,0.9712,-1190
0.9,0.9744,-1190
0.9,0.9712,-1182
0.9,0.9168,-1114
0.9,0.9584,-1150
0.9,0.9776,-1198
0.9,0.9648,-1166
0.9,0.9712,-1182
0.9,0.968,-1174
0.9,0.9616,-1170
0.9,0.9232,-1094
0.9,0.9584,-1162
0.9,0.9712,-1190
0.9,0.9488,-1130
0.9,0.9392,-1150
0.9,0.9616,-1166
0.9,0.9488,-1142
0.9,0.92,-1118
0.9,0.9264,-1126
0.9,0.9712,-1178
0.9,0.9552,-1162
0.9,0.9616,-1178
0.9,0.9808,-1202
0.9,0.9456,-1130
0.9,0.968,-1178
0.9,0.968,-1182
0.9,0.968,-1178
0.9,0.9552,-1162
0.9,0.9776,-1194
0.9,0.9616,-1162
0.9,0.952,-1166
0.9,0.9808,-1210
0.9,0.952,-1158
0.9,0.9584,-1162
0.9,0.9616,-1178
0.9,0.9616,-1158
0.9,0.9552,-1150
0.9,0.9456,-1154
0.9,0.9744,-1186
0.9,0.9648,-1186
0.9,0.9616,-1166
0.9,0.9712,-1178
0.9,0.968,-1174
0.9,0.952,-1174
0.9,0.9488,-1162
0.9,0.9648,-1166
0.9,0.9648,-1162
0.9,0.9616,-1158
0.9,0.9552,-1162
0.9,0.9488,-1150
0.9,0.9008,-1102
0.9,0.9616,-1166
0.9,0.936,-1138
0.9,0.9616,-1166
0.9,0.936,-1150
0.9,0.952,-1134
0.9,0.9776,-1198
0.9,0.9584,-1166
0.9,0.9744,-1194
0.9,0.9456,-1150
0.9,0.9424,-1138
0.9,0.9296,-1122
0.9,0.952,-1158
0.9,0.9456,-1138
0.9,0.9168,-1130
0.9,0.9648,-1170
0.9,0.9168,-1110
0.9,0.9424,-1130
0.9,0.9392,-1126
0.9,0.952,-1154
0.9,0.968,-1174
0.9,0.9008,-1110
0.9,0.9584,-1162
0.9,0.9712,-1178
0.9,0.9456,-1154
0.9,0.952,-1150
0.9,0.9648,-1166
0.9,0.9776,-1198
0.9,0.9712,-1186
0.9,0.9712,-1186
0.9,0.984,-1218
0.9,0.9552,-1146
0.9,0.9808,-1206
0.9,0.9648,-1166
0.9,0.9136,-1114
0.9,0.9616,-1166
0.9,0.9584,-1162
0.9,0.9424,-1154
0.9,0.9744,-1190
0.9,0.9648,-1166
0.9,0.9648,-1170
0.9,0.9552,-1150
0.9,0.9616,-1166
0.9,0.968,-1178
0.9,0.9744,-1190
0.9,0.92,-1102
0.9,0.9328,-1122
0.9,0.9872,-1218
0.9,0.9456,-1138
0.9,0.9648,-1166
0.9,0.952,-1142
0.9,0.9648,-1166
0.9,0.9392,-1142
0.9,0.9648,-1178
0.9,0.9552,-1162
0.9,0.9616,-1162
0.9,0.9232,-1090
0.9,0.9552,-1166
0.9,0.9552,-1162
0.9,0.9776,-1198
0.9,0.9744,-1202
0.9,0.9488,-1134
0.9,0.9776,-1198
0.9,0.9648,-1190
0.9,0.9584,-1162
0.9,0.9584,-1178
